cgpa,math_score,programming_score,communication_score,ml_skill,web_skill,security_skill,cloud_skill,stats_skill,internship_count,project_count,interest_area,career_path
3.52,83,85,75,5,4,3,8,5,1,1,ai,Cloud / DevOps Engineering
3.08,61,90,92,9,4,0,2,2,0,4,web,AI / Machine Learning Engineering
3.4,92,79,56,6,6,8,1,2,3,0,web,Web Development
2.94,96,77,54,8,5,1,0,7,2,0,web,Data Science
3.31,75,92,93,8,3,5,0,1,3,3,data,AI / Machine Learning Engineering
3.48,84,69,71,0,5,5,3,6,2,3,cloud,Data Science
2.9,49,57,86,1,0,7,5,5,1,1,cloud,Cloud / DevOps Engineering
3.48,91,93,67,6,3,9,5,8,1,5,ai,AI / Machine Learning Engineering
3.19,90,58,51,7,4,7,5,1,2,3,ai,AI / Machine Learning Engineering
3.19,49,44,62,1,8,7,4,1,1,3,ai,Web Development
3.56,95,78,73,6,2,8,7,4,2,2,cloud,Cyber Security
3.2,41,58,77,9,8,7,9,8,3,3,ai,AI / Machine Learning Engineering
3.79,66,60,44,2,4,3,0,8,2,1,data,Data Science
3.21,45,41,63,7,0,0,0,3,3,0,security,AI / Machine Learning Engineering
3.68,56,44,53,1,0,2,6,0,2,1,web,Cloud / DevOps Engineering
2.54,51,57,88,2,1,0,0,1,0,4,cloud,Data Science
3.14,72,62,97,7,7,6,1,4,3,4,web,Web Development
3.35,62,52,56,8,9,0,4,6,3,1,web,Web Development
2.4,72,54,89,2,4,7,5,2,1,5,web,Cyber Security
2.95,70,57,80,2,5,3,0,8,2,5,ai,Data Science
3.01,74,65,96,4,1,2,7,3,1,1,data,AI / Machine Learning Engineering
3.22,82,82,78,4,1,5,6,5,0,5,cloud,Cloud / DevOps Engineering
3.33,94,94,43,0,5,2,4,3,2,4,web,Web Development
3.14,52,75,60,4,7,3,3,6,2,4,web,Web Development
3.08,70,59,94,7,8,4,2,3,2,1,web,Web Development
2.91,92,40,42,2,3,9,5,4,0,5,data,Data Science
2.87,76,87,48,3,5,2,2,4,3,5,security,Web Development
2.69,97,57,96,6,5,6,7,0,3,2,web,Web Development
3.55,53,61,91,2,7,7,5,8,3,1,cloud,Data Science
3.55,48,59,95,2,3,9,3,5,2,0,web,Cyber Security
2.52,82,83,76,9,8,7,6,4,0,0,web,Web Development
3.46,79,65,71,8,6,7,4,0,3,1,ai,AI / Machine Learning Engineering
3.68,68,61,59,5,0,9,7,0,2,4,web,Cyber Security
2.91,47,60,92,9,2,6,5,0,3,5,web,AI / Machine Learning Engineering
3.24,96,48,73,3,8,3,7,9,3,2,security,Data Science
2.94,67,85,45,6,9,9,5,0,2,2,data,Web Development
3.2,92,42,65,1,0,9,1,7,2,2,web,Cyber Security
3.22,72,97,88,0,9,7,7,6,1,3,ai,Web Development
2.94,68,75,90,4,4,4,3,7,2,3,ai,AI / Machine Learning Engineering
3.67,93,82,68,1,1,5,9,4,1,4,data,Data Science
2.95,89,99,73,5,0,5,4,5,0,0,data,Data Science
3.03,56,84,53,4,9,7,5,6,2,4,ai,AI / Machine Learning Engineering
3.09,76,42,75,6,4,3,0,5,2,1,data,Data Science
3.44,89,91,45,3,9,6,2,5,0,3,web,Web Development
2.56,58,48,43,2,7,0,4,0,2,4,web,Web Development
3.06,45,70,77,6,0,6,1,5,0,4,web,AI / Machine Learning Engineering
3.33,94,66,85,8,8,0,0,9,3,3,web,Web Development
3.21,85,64,54,8,1,0,9,9,0,1,cloud,Cloud / DevOps Engineering
3.18,89,91,89,0,2,3,9,4,0,5,data,Data Science
3.25,51,48,49,9,8,9,2,2,2,5,cloud,AI / Machine Learning Engineering
3.45,85,58,63,3,3,7,0,8,1,3,ai,AI / Machine Learning Engineering
2.99,67,96,86,8,8,5,8,2,0,1,ai,AI / Machine Learning Engineering
3.87,95,88,81,6,3,5,8,4,3,4,data,AI / Machine Learning Engineering
3.52,53,87,67,4,5,5,0,4,0,3,data,Data Science
3.11,77,62,91,1,8,8,3,2,1,5,web,Web Development
3.03,78,55,89,2,3,3,9,7,1,5,security,Cloud / DevOps Engineering
2.9,60,80,96,2,6,5,3,4,1,1,security,Web Development
3.41,62,40,94,9,4,0,5,6,0,0,data,AI / Machine Learning Engineering
3.09,91,48,69,7,7,4,0,8,1,5,cloud,Data Science
2.56,78,98,75,4,8,5,9,3,3,0,ai,Web Development
2.83,96,88,63,9,1,3,1,1,1,2,cloud,AI / Machine Learning Engineering
2.8,98,53,42,1,5,5,0,6,3,5,ai,Data Science
3.45,71,81,40,5,2,2,6,0,0,5,web,Cloud / DevOps Engineering
3.4,79,62,74,6,6,9,2,1,2,0,web,Web Development
3.66,73,41,44,0,5,3,5,6,0,2,cloud,Cloud / DevOps Engineering
3.81,88,63,54,2,3,4,0,5,1,5,data,Data Science
2.83,92,84,86,9,9,1,9,1,1,2,cloud,AI / Machine Learning Engineering
3.55,44,83,53,5,5,8,0,7,1,4,web,Web Development
3.88,64,55,91,1,0,2,2,4,0,4,web,Data Science
3.62,94,53,52,3,9,8,8,8,3,3,data,Data Science
3.01,89,49,48,7,2,0,3,7,2,1,data,Data Science
2.73,87,55,56,5,6,3,7,7,2,2,ai,Data Science
2.87,47,73,96,3,5,2,2,2,2,4,web,Web Development
3.1,42,62,50,9,1,3,5,4,0,0,web,AI / Machine Learning Engineering
3.28,79,42,94,9,9,8,7,0,2,1,data,Web Development
3.82,43,69,41,3,4,4,4,3,0,5,data,Data Science
2.74,50,64,65,9,3,9,2,5,2,2,ai,AI / Machine Learning Engineering
3.65,84,68,97,7,8,9,5,4,1,2,ai,Web Development
2.95,66,98,92,3,0,8,3,4,2,1,cloud,Data Science
2.61,52,63,87,5,9,7,6,9,3,1,data,Web Development
3.23,76,88,73,1,9,9,5,0,2,4,web,Web Development
3.28,89,79,78,8,9,3,3,6,0,1,web,Web Development
3.26,75,44,72,0,4,5,4,1,0,4,web,Web Development
2.83,98,66,89,4,9,1,9,8,1,5,ai,Data Science
3.13,61,69,48,2,1,9,4,8,1,5,ai,Cyber Security
3.42,67,99,78,1,6,5,6,7,3,0,ai,AI / Machine Learning Engineering
3.69,64,73,67,8,6,9,7,0,0,4,data,Cyber Security
3.25,83,69,85,2,5,2,8,6,1,4,security,Data Science
3.44,54,42,41,7,6,8,7,3,3,1,web,Web Development
3.36,66,84,59,4,6,8,1,7,2,0,ai,AI / Machine Learning Engineering
3.27,75,90,97,3,2,2,8,3,0,3,cloud,Cloud / DevOps Engineering
3.51,91,76,87,6,0,2,2,1,3,4,web,AI / Machine Learning Engineering
3.44,67,67,95,9,3,8,4,5,0,1,web,AI / Machine Learning Engineering
3.51,90,50,55,6,7,2,1,5,3,3,data,Data Science
2.89,51,69,70,6,0,8,3,5,1,2,web,Cyber Security
3.45,84,70,60,2,1,2,8,7,0,2,ai,Cloud / DevOps Engineering
3.08,93,78,80,0,9,3,5,9,2,5,web,Web Development
4.0,44,50,68,5,3,1,1,2,1,0,security,Cyber Security
2.7,87,62,66,6,0,5,3,9,1,1,cloud,Data Science
3.22,97,67,84,8,2,9,1,0,3,1,cloud,AI / Machine Learning Engineering
3.18,67,88,86,9,1,5,0,4,2,4,data,AI / Machine Learning Engineering
2.8,54,62,61,8,7,3,8,0,2,5,ai,AI / Machine Learning Engineering
2.14,76,55,85,8,7,8,2,2,0,5,data,AI / Machine Learning Engineering
3.66,70,76,52,0,6,6,9,5,3,3,security,Cyber Security
2.87,89,81,70,1,0,2,9,6,2,4,security,Cloud / DevOps Engineering
3.46,89,81,42,0,1,0,7,3,2,0,security,Cloud / DevOps Engineering
3.01,40,60,98,0,9,8,3,8,1,3,data,Data Science
3.24,48,97,70,4,5,9,7,2,1,2,data,Cyber Security
2.87,69,75,48,3,4,7,1,2,1,3,web,Cyber Security
3.88,99,51,74,0,1,6,2,6,3,4,security,Cyber Security
3.09,72,59,72,7,2,1,3,2,2,4,ai,AI / Machine Learning Engineering
2.94,51,98,52,5,7,0,5,5,2,2,ai,AI / Machine Learning Engineering
4.0,47,44,81,5,0,5,8,9,3,5,web,Data Science
2.64,57,86,80,1,4,7,9,7,2,1,web,Cloud / DevOps Engineering
3.22,77,43,56,4,4,4,5,1,0,1,web,Web Development
2.74,41,77,80,6,1,2,7,8,3,0,cloud,Cloud / DevOps Engineering
3.28,71,46,47,1,6,3,0,2,2,3,data,Web Development
2.73,95,62,50,0,3,8,9,7,3,3,web,Cloud / DevOps Engineering
3.69,57,80,90,9,9,5,0,9,2,4,ai,AI / Machine Learning Engineering
3.58,43,44,89,9,8,9,7,5,1,2,ai,AI / Machine Learning Engineering
2.78,86,48,62,6,7,9,1,5,0,4,ai,Cyber Security
3.13,96,58,81,9,8,0,5,8,3,4,web,Web Development
2.98,84,77,59,0,6,4,7,8,0,4,web,Web Development
3.12,99,58,91,6,7,1,7,8,2,0,ai,Data Science
3.35,91,48,74,3,2,1,3,7,0,2,ai,Data Science
3.21,67,63,56,1,6,7,2,7,0,0,cloud,Web Development
2.92,44,89,42,9,2,4,4,3,3,5,cloud,AI / Machine Learning Engineering
3.15,86,86,75,6,3,7,6,9,0,0,ai,AI / Machine Learning Engineering
3.53,84,69,61,5,5,7,3,2,1,3,security,Cyber Security
2.69,65,95,80,7,2,8,2,7,1,0,security,Cyber Security
3.7,91,95,60,1,2,0,1,0,1,2,cloud,Cloud / DevOps Engineering
3.31,96,69,49,6,6,3,2,7,2,3,ai,Web Development
3.51,84,63,54,0,5,6,9,1,3,2,cloud,Cloud / DevOps Engineering
3.17,56,99,98,0,6,2,6,8,2,2,security,Web Development
2.53,93,86,48,2,9,3,9,7,1,4,web,Web Development
2.81,49,64,83,9,2,9,8,7,3,2,ai,AI / Machine Learning Engineering
3.24,88,87,90,6,6,2,0,9,0,3,web,Data Science
3.18,95,97,80,0,3,3,2,6,0,0,security,Data Science
3.48,49,40,44,2,0,1,9,4,2,2,web,Cloud / DevOps Engineering
2.94,51,48,76,8,1,7,6,3,2,3,security,Cyber Security
3.02,94,70,97,1,4,6,8,0,2,2,cloud,Cloud / DevOps Engineering
2.8,87,98,58,7,0,3,7,9,3,1,web,Data Science
2.86,79,95,40,2,4,1,4,9,2,0,security,Data Science
3.35,95,76,78,5,9,1,2,3,0,0,data,Web Development
3.49,48,88,69,8,2,5,7,2,3,3,web,AI / Machine Learning Engineering
3.01,57,79,64,6,8,3,6,4,3,4,web,Web Development
2.93,60,62,83,2,5,7,7,1,1,3,ai,Cyber Security
2.71,43,89,90,3,9,5,4,2,3,1,web,Web Development
2.63,41,44,48,3,1,5,7,1,0,5,data,Cloud / DevOps Engineering
3.41,89,41,54,4,4,0,1,1,2,3,security,Web Development
2.7,73,58,66,8,4,4,8,9,2,5,web,AI / Machine Learning Engineering
3.44,46,46,47,2,0,8,0,5,0,5,ai,Data Science
3.17,61,93,76,5,8,4,5,3,0,2,ai,Web Development
3.19,72,50,52,0,1,8,4,8,0,4,security,Cyber Security
4.0,98,45,47,7,2,3,0,1,0,0,cloud,AI / Machine Learning Engineering
3.07,60,95,81,9,8,7,1,1,3,2,cloud,Web Development
2.69,47,71,72,1,1,5,6,1,0,5,cloud,Cloud / DevOps Engineering
3.66,59,89,98,4,0,7,7,2,0,3,cloud,Cloud / DevOps Engineering
3.2,51,99,99,3,3,9,7,2,3,4,ai,AI / Machine Learning Engineering
3.56,88,80,71,5,6,7,4,5,3,4,ai,AI / Machine Learning Engineering
3.5,87,61,49,5,7,4,4,6,1,4,cloud,Data Science
3.11,76,53,55,3,7,9,8,0,2,3,ai,Cyber Security
3.32,99,43,40,9,1,9,1,3,3,0,cloud,AI / Machine Learning Engineering
2.99,82,61,99,3,7,1,6,2,1,2,ai,Web Development
2.94,85,71,47,9,9,8,5,4,0,0,ai,AI / Machine Learning Engineering
4.0,63,85,87,0,1,7,6,4,2,4,data,Data Science
3.39,78,46,85,4,7,6,5,1,1,5,web,Web Development
3.32,48,69,95,0,7,3,5,9,0,4,data,Data Science
3.12,52,53,87,1,3,6,4,8,1,3,cloud,Data Science
2.62,72,51,61,9,0,4,8,8,0,3,web,Data Science
3.05,62,70,96,4,5,2,0,1,3,4,data,Web Development
3.52,79,55,89,2,3,8,4,5,0,3,ai,Cyber Security
3.17,92,94,46,3,3,9,2,1,3,2,ai,Cyber Security
2.97,76,42,98,8,2,1,4,8,3,5,web,Data Science
3.0,84,87,92,9,1,2,1,0,2,5,data,AI / Machine Learning Engineering
3.54,58,68,59,3,9,7,0,7,0,0,ai,Web Development
2.94,53,52,95,0,2,9,1,1,0,4,cloud,Cyber Security
3.12,73,87,72,3,5,4,3,3,1,1,web,Web Development
3.24,63,93,86,7,4,6,7,6,1,3,ai,AI / Machine Learning Engineering
3.2,53,53,41,5,2,1,5,3,0,4,ai,AI / Machine Learning Engineering
2.84,72,56,44,4,9,6,3,8,3,4,ai,Web Development
3.83,54,58,67,7,8,4,4,5,2,2,ai,AI / Machine Learning Engineering
2.99,65,67,73,9,4,5,8,6,1,4,web,AI / Machine Learning Engineering
3.48,47,72,64,0,2,7,0,0,1,4,security,Cyber Security
2.87,82,62,53,2,2,5,8,0,0,0,data,Cloud / DevOps Engineering
2.84,80,85,86,7,0,1,1,1,1,3,cloud,AI / Machine Learning Engineering
3.39,74,66,43,9,6,0,5,7,0,0,cloud,AI / Machine Learning Engineering
3.67,45,94,75,2,4,2,2,3,3,1,data,Data Science
2.68,63,97,71,0,9,8,0,0,0,3,web,Web Development
2.87,57,55,80,4,8,8,7,7,3,5,ai,AI / Machine Learning Engineering
2.94,60,63,54,4,6,5,6,8,2,1,cloud,Data Science
2.46,93,73,56,2,1,5,5,4,1,1,data,Data Science
2.71,88,91,73,9,2,6,6,0,3,0,cloud,AI / Machine Learning Engineering
2.94,66,47,95,0,4,5,1,9,2,4,security,Data Science
2.61,93,84,70,7,1,1,2,2,0,2,data,AI / Machine Learning Engineering
3.21,55,98,87,4,6,3,7,8,0,3,security,Data Science
2.6,42,60,99,5,8,8,2,7,3,4,ai,AI / Machine Learning Engineering
3.18,52,80,48,6,4,2,2,8,0,3,cloud,AI / Machine Learning Engineering
3.65,70,70,75,9,9,3,8,8,2,1,data,Data Science
2.82,97,74,81,8,5,4,4,2,1,5,web,AI / Machine Learning Engineering
2.64,72,68,92,1,1,1,8,9,2,3,security,Data Science
2.84,61,82,67,2,5,9,3,2,1,2,security,Cyber Security
3.33,97,73,70,0,9,0,4,6,0,0,ai,Web Development
3.61,55,55,75,8,8,0,4,8,3,4,web,Web Development
2.65,82,81,56,3,0,3,2,8,0,5,security,Data Science
4.0,96,51,80,1,1,8,0,4,0,0,web,Cyber Security
2.66,65,77,74,6,3,9,4,7,2,1,ai,AI / Machine Learning Engineering
3.41,94,62,49,8,6,7,3,8,2,5,cloud,Data Science
3.0,74,57,79,4,8,0,9,2,0,1,cloud,Cloud / DevOps Engineering
3.11,76,60,72,0,7,4,7,9,1,3,web,Web Development
2.78,50,85,49,6,6,0,9,6,2,1,data,Data Science
3.08,54,75,45,8,9,1,1,5,2,0,ai,AI / Machine Learning Engineering
3.52,42,77,62,8,4,8,7,0,3,2,data,Cyber Security
2.39,93,98,68,2,9,3,1,7,1,0,web,Web Development
3.6,79,94,83,6,8,9,6,1,0,0,cloud,Web Development
2.66,90,91,45,8,1,7,8,1,0,0,data,AI / Machine Learning Engineering
2.82,91,83,94,7,4,0,8,5,2,2,cloud,Cloud / DevOps Engineering
2.66,95,63,64,6,8,8,0,5,3,1,ai,AI / Machine Learning Engineering
2.77,67,89,54,2,5,5,6,8,3,4,ai,Data Science
3.52,59,67,62,2,0,8,8,5,3,1,ai,Cyber Security
2.46,68,94,46,4,5,1,4,6,1,0,ai,AI / Machine Learning Engineering
3.62,86,79,76,2,2,1,7,0,3,2,security,Cloud / DevOps Engineering
3.3,93,62,75,0,4,1,7,3,0,1,data,Cloud / DevOps Engineering
3.06,83,64,40,1,1,9,2,9,2,1,data,Data Science
3.05,99,60,94,7,8,1,5,8,0,5,cloud,Data Science
2.5,49,89,74,4,2,4,3,9,0,2,cloud,Data Science
2.85,67,99,75,5,2,9,0,6,2,3,web,Cyber Security
3.05,74,40,44,0,7,6,1,8,0,3,cloud,Data Science
3.03,91,59,70,1,0,9,6,9,2,3,security,Cyber Security
3.1,87,55,58,5,5,6,2,7,3,0,web,Data Science
3.47,87,63,57,5,6,7,8,4,2,2,data,Data Science
2.98,90,82,98,7,4,3,8,4,3,5,web,Web Development
3.28,69,69,90,8,8,8,6,3,0,2,ai,AI / Machine Learning Engineering
2.67,89,70,41,9,3,7,4,8,3,2,data,Data Science
3.51,42,75,64,3,2,6,5,0,1,1,web,Cloud / DevOps Engineering
2.92,54,65,72,8,7,6,8,2,1,3,web,Web Development
2.86,46,98,95,9,2,0,6,7,1,0,data,Data Science
3.19,49,80,61,5,1,6,8,5,2,3,security,Cyber Security
2.87,72,66,81,2,8,1,7,5,3,5,data,Data Science
3.03,43,49,91,0,4,7,6,4,2,2,ai,Cyber Security
2.69,42,82,49,0,0,9,0,1,1,0,cloud,Cyber Security
3.2,49,90,81,7,0,3,3,5,3,3,web,AI / Machine Learning Engineering
3.9,47,80,84,3,0,2,0,6,3,0,data,Data Science
3.5,78,58,85,7,4,4,4,7,1,1,data,Data Science
2.74,68,88,87,1,6,0,0,1,3,3,data,Data Science
3.79,76,84,90,3,7,5,4,8,1,2,ai,Data Science
3.17,40,57,80,4,3,8,8,1,2,3,web,Cyber Security
2.58,77,93,99,4,6,4,0,8,2,1,data,Data Science
3.81,72,99,41,5,1,3,9,5,0,3,security,Cloud / DevOps Engineering
3.38,76,62,88,0,5,6,5,4,1,4,web,Web Development
3.87,76,46,42,3,0,2,6,3,2,1,data,Data Science
3.15,97,94,93,0,8,8,0,5,2,1,security,Cyber Security
3.61,42,87,44,7,5,1,6,7,3,3,security,Data Science
3.55,50,59,94,3,1,9,5,8,3,1,security,Cyber Security
2.84,81,65,81,1,8,8,1,2,1,5,ai,Web Development
3.49,95,77,64,4,9,3,8,9,2,5,cloud,Cloud / DevOps Engineering
3.25,65,67,66,2,8,3,2,6,3,4,data,Data Science
3.77,66,90,47,2,3,9,6,2,3,3,cloud,Cyber Security
2.76,91,95,43,7,3,8,5,0,0,1,web,AI / Machine Learning Engineering
3.98,63,72,53,2,1,0,4,2,1,5,cloud,Cloud / DevOps Engineering
3.28,86,82,66,2,4,5,6,9,3,0,web,Data Science
3.16,66,93,97,9,7,4,4,7,0,5,cloud,Web Development
2.5,48,91,76,4,2,1,7,9,2,0,web,Data Science
3.21,60,40,83,0,6,1,7,5,3,0,data,Data Science
3.64,77,47,82,7,9,6,3,3,1,5,cloud,Web Development
2.44,53,73,65,2,9,2,1,1,1,3,security,Web Development
3.17,44,90,49,1,8,0,4,4,3,5,web,Web Development
2.82,81,56,44,1,0,3,5,6,0,4,data,Data Science
3.42,69,92,90,7,4,9,9,5,1,0,cloud,Cloud / DevOps Engineering
3.25,69,79,86,2,4,6,4,5,1,4,cloud,Cloud / DevOps Engineering
2.91,71,56,43,9,0,8,1,6,2,5,web,Cyber Security
2.89,62,97,76,8,6,6,2,0,3,5,security,AI / Machine Learning Engineering
2.96,47,41,68,6,5,6,3,4,1,0,data,AI / Machine Learning Engineering
3.18,55,55,92,7,7,5,0,7,3,5,cloud,AI / Machine Learning Engineering
3.6,51,63,69,3,9,6,9,1,2,5,security,Cyber Security
3.09,74,91,72,4,3,7,2,9,0,5,ai,Data Science
3.04,65,64,83,4,7,9,3,1,3,3,ai,AI / Machine Learning Engineering
3.17,68,60,99,5,7,3,4,3,2,1,ai,AI / Machine Learning Engineering
2.66,56,77,64,9,9,1,0,1,0,5,cloud,AI / Machine Learning Engineering
2.86,57,61,70,3,8,2,0,0,3,0,ai,Web Development
3.71,78,99,61,4,3,6,3,9,1,1,security,Data Science
3.11,54,75,44,9,0,1,3,7,1,3,data,AI / Machine Learning Engineering
3.56,47,76,47,2,6,7,6,1,3,5,cloud,Cloud / DevOps Engineering
2.41,87,66,89,3,3,6,4,7,2,1,ai,Data Science
3.05,78,55,57,5,3,4,4,3,3,3,cloud,Cloud / DevOps Engineering
3.14,74,78,77,5,7,7,5,0,1,4,data,Cyber Security
2.83,45,53,90,9,3,4,8,7,2,5,cloud,Cloud / DevOps Engineering
2.58,78,81,96,7,5,3,9,8,2,4,ai,AI / Machine Learning Engineering
3.29,81,47,95,8,5,1,2,9,2,5,data,Data Science
2.98,50,85,76,8,6,8,5,6,1,4,cloud,AI / Machine Learning Engineering
3.15,82,99,75,4,8,2,3,7,2,4,web,Web Development
3.24,55,81,98,8,0,6,9,6,3,5,web,AI / Machine Learning Engineering
3.34,71,65,50,3,8,4,6,2,2,3,ai,Web Development
3.03,41,56,69,9,2,3,3,5,0,0,data,AI / Machine Learning Engineering
3.19,56,98,96,5,3,4,0,6,0,4,web,Web Development
3.61,82,42,97,1,9,2,7,7,3,1,web,Web Development
3.46,71,62,77,1,1,1,7,6,0,3,web,Data Science
2.97,73,89,87,9,2,7,5,5,0,1,cloud,Data Science
2.61,58,72,81,5,9,1,7,1,3,5,cloud,Web Development
2.46,89,62,65,4,5,5,8,1,3,5,ai,AI / Machine Learning Engineering
2.94,52,81,54,1,1,1,6,3,2,5,ai,AI / Machine Learning Engineering
3.4,82,90,98,9,6,6,7,4,1,4,security,AI / Machine Learning Engineering
3.71,57,67,52,1,9,0,4,1,2,1,ai,Web Development
2.53,56,46,65,1,5,8,5,2,0,3,web,Web Development
2.58,78,94,67,1,8,5,1,0,2,0,cloud,Web Development
3.28,97,45,68,4,8,8,0,2,0,5,data,Web Development
3.08,47,83,60,7,9,3,3,9,2,3,cloud,Web Development
3.64,92,83,87,4,9,6,7,7,1,0,ai,Web Development
2.45,69,73,57,7,0,7,9,6,2,4,security,Cyber Security
3.14,55,72,86,6,6,3,0,2,3,4,ai,AI / Machine Learning Engineering
3.38,70,61,56,3,3,7,1,0,2,5,cloud,Cyber Security
3.62,68,60,95,6,3,7,9,1,3,4,cloud,Cloud / DevOps Engineering
2.98,83,47,98,9,2,3,7,2,1,1,data,AI / Machine Learning Engineering
2.73,41,60,73,4,6,5,3,1,2,3,data,Web Development
3.24,97,46,75,4,1,7,0,1,3,2,ai,AI / Machine Learning Engineering
3.41,63,67,61,2,2,4,2,5,3,1,cloud,Data Science
3.31,49,59,55,9,1,8,4,1,1,5,ai,AI / Machine Learning Engineering
2.6,95,49,62,3,1,6,1,5,3,0,web,Cyber Security
2.84,87,49,54,5,3,3,7,6,3,2,ai,AI / Machine Learning Engineering
3.43,49,79,97,6,8,0,5,5,1,2,data,Data Science
3.48,43,71,58,0,0,5,8,7,3,1,web,Cloud / DevOps Engineering
3.26,95,83,88,8,9,8,8,5,3,4,ai,AI / Machine Learning Engineering
2.98,68,74,59,4,0,8,9,9,0,5,security,Cyber Security
3.76,79,89,48,2,9,1,0,8,3,4,web,Web Development
3.29,53,65,59,9,2,7,1,8,2,3,ai,AI / Machine Learning Engineering
3.47,46,50,50,3,3,4,7,6,0,4,cloud,Cloud / DevOps Engineering
3.88,55,67,55,4,2,0,4,5,1,5,cloud,Data Science
2.69,66,54,51,6,0,9,4,3,1,2,cloud,Cyber Security
3.69,46,66,49,0,6,6,5,5,0,4,cloud,Web Development
3.44,62,93,54,5,2,7,8,5,1,0,ai,AI / Machine Learning Engineering
2.93,55,45,53,9,3,1,8,1,1,4,security,AI / Machine Learning Engineering
2.01,43,71,97,0,0,6,6,2,2,2,data,Data Science
2.91,69,41,47,4,2,9,6,1,0,2,web,Cyber Security
2.75,62,75,82,1,1,9,0,8,1,5,web,Data Science
3.08,97,61,77,6,5,1,4,2,0,1,cloud,AI / Machine Learning Engineering
3.53,86,42,78,6,0,5,3,7,3,2,cloud,Data Science
3.59,45,95,96,6,3,3,5,3,2,5,ai,AI / Machine Learning Engineering
2.54,62,71,81,0,0,1,0,9,3,3,cloud,Data Science
4.0,62,64,57,6,2,5,2,9,0,2,web,Data Science
3.15,83,91,62,4,7,5,4,0,2,1,data,Web Development
3.54,48,83,91,8,2,0,5,9,1,3,web,Data Science
3.38,50,56,44,5,9,4,0,4,1,0,security,Web Development
3.0,55,61,89,6,5,7,5,8,1,1,ai,AI / Machine Learning Engineering
3.51,53,41,60,3,2,4,5,0,1,0,web,Web Development
3.16,67,51,65,7,4,9,2,6,0,3,cloud,Cyber Security
3.12,53,41,48,4,1,2,6,6,1,0,web,Cloud / DevOps Engineering
3.22,95,95,57,8,6,7,1,3,2,5,web,Web Development
3.21,87,48,59,3,7,6,4,5,2,2,cloud,Data Science
2.75,67,42,41,4,3,4,5,2,0,3,web,Web Development
3.34,62,82,42,0,1,9,9,8,2,5,web,Data Science
2.84,92,89,89,4,2,0,8,1,1,3,security,Cloud / DevOps Engineering
3.44,66,60,70,1,8,3,8,0,0,0,web,Web Development
2.79,99,84,87,5,5,9,3,0,0,4,ai,Cyber Security
2.84,92,91,50,9,4,1,7,7,1,2,web,AI / Machine Learning Engineering
3.45,63,43,48,0,0,3,2,2,1,3,web,Data Science
3.44,55,60,54,4,5,3,6,6,2,0,web,Web Development
3.48,65,43,55,4,5,3,5,9,2,2,security,Data Science
3.18,51,50,52,2,8,7,2,0,0,4,data,Web Development
3.68,52,81,45,9,4,5,6,8,3,3,web,AI / Machine Learning Engineering
4.0,62,55,57,2,1,9,9,1,2,5,web,Cloud / DevOps Engineering
2.95,64,77,57,0,0,9,8,5,1,3,data,Data Science
3.21,96,50,52,8,3,8,9,0,2,4,data,AI / Machine Learning Engineering
2.63,97,72,50,4,1,1,3,3,3,3,cloud,AI / Machine Learning Engineering
3.1,59,93,65,6,5,0,4,7,2,3,web,Data Science
3.31,60,40,84,5,1,6,8,2,1,1,ai,AI / Machine Learning Engineering
3.53,96,99,49,1,6,4,6,4,3,5,data,Data Science
3.17,53,62,99,5,7,7,5,3,3,3,web,Web Development
3.75,99,44,44,5,6,6,4,0,2,0,ai,AI / Machine Learning Engineering
3.78,79,45,43,6,4,4,8,2,1,3,cloud,Cloud / DevOps Engineering
2.46,97,58,92,3,5,7,7,3,0,4,web,Web Development
3.51,50,87,81,9,1,5,1,9,0,1,ai,AI / Machine Learning Engineering
3.48,71,84,88,0,3,8,8,0,2,4,security,Cyber Security
2.66,94,66,99,7,9,5,6,8,1,0,security,Web Development
2.67,95,55,56,3,9,5,6,9,0,3,ai,Web Development
3.27,65,90,66,2,2,3,1,4,2,1,web,Web Development
2.13,47,85,95,5,0,9,5,9,2,5,data,Data Science
3.51,68,73,81,3,9,2,5,7,2,5,web,Web Development
2.69,46,52,84,3,6,4,5,3,3,0,web,Web Development
2.85,56,94,89,6,0,9,9,7,1,4,web,Cyber Security
3.33,81,44,50,5,3,6,2,6,1,0,cloud,Data Science
3.89,60,62,91,4,1,2,6,9,0,3,web,Data Science
2.65,60,49,66,2,2,5,0,6,2,4,web,Web Development
2.85,91,70,98,5,8,4,0,2,2,0,cloud,Web Development
3.52,86,71,73,7,7,4,2,8,3,0,ai,AI / Machine Learning Engineering
3.42,91,69,88,4,9,6,0,3,1,2,data,Web Development
3.81,45,50,98,3,7,8,1,8,2,3,data,Cyber Security
3.44,69,51,58,4,9,7,5,3,2,3,data,Web Development
3.5,68,47,68,6,9,4,3,0,1,2,ai,AI / Machine Learning Engineering
3.7,40,61,54,3,3,2,8,2,3,1,ai,Cloud / DevOps Engineering
3.53,72,91,98,4,4,4,7,7,3,4,cloud,Cloud / DevOps Engineering
3.17,79,90,89,3,1,3,4,1,3,0,web,AI / Machine Learning Engineering
3.13,45,98,45,8,7,7,5,4,0,3,web,Web Development
2.07,86,85,40,4,7,6,8,1,3,3,cloud,Cloud / DevOps Engineering
3.49,63,55,51,1,2,7,4,6,1,5,ai,Data Science
3.52,44,53,57,3,0,6,3,3,0,3,web,AI / Machine Learning Engineering
