gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_binary,tenure_group,num_services,avg_monthly_spend,has_internet,TotalCharges_log,tenure_x_monthly,charges_per_service,spend_to_tenure_ratio,tenure^2,tenure MonthlyCharges,MonthlyCharges^2,customer_segment
Female,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1206.05,Yes,1,13-24,4,54.820454545454545,1,7.095934645260251,1213.3,13.7875,52.43695652173913,484.0,1213.3,3041.5225,2
Male,No,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,No,0,25-48,3,33.75606060606061,1,7.016564839839412,1123.6499999999999,11.35,32.76323529411765,1089.0,1123.6499999999999,1159.4025,3
Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,No,0,0-12,1,21.41,0,4.682594082952895,99.75,19.95,17.841666666666665,25.0,99.75,398.0025,0
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,38.15,No,0,0-12,1,19.075,0,3.667400422436812,39.9,19.95,12.716666666666667,4.0,39.9,398.0025,0
Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,No,0,61-72,9,88.04583333333333,1,8.75468136492377,6458.400000000001,9.966666666666667,86.83972602739726,5184.0,6458.400000000001,8046.09,1
Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,No,0,0-12,1,20.455555555555556,0,5.220896219579452,183.6,20.4,18.41,81.0,183.6,416.15999999999997,0
Male,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,No,0,61-72,2,25.207462686567165,0,7.432424634568778,1762.1000000000001,13.15,24.836764705882356,4489.0,1762.1000000000001,691.69,3
Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes,1,13-24,4,86.140625,1,7.22929515215254,1359.2,21.2375,81.07352941176471,256.0,1359.2,7216.5025000000005,2
Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,No,0,0-12,1,17.2,0,4.931592086755803,165.6,20.7,15.288888888888888,64.0,165.6,428.48999999999995,0
Male,No,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219.0,Yes,1,0-12,5,43.8,1,5.393627546352362,216.25,8.65,36.5,25.0,216.25,1870.5625,0
Male,No,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,Yes,1,13-24,3,46.39782608695653,1,6.973683459096243,1112.05,16.116666666666667,44.46458333333334,529.0,1112.05,2337.7225000000003,0
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,Yes,1,0-12,3,79.55,1,4.388878109622984,79.55,26.516666666666666,39.775,1.0,79.55,6328.202499999999,2
Female,Yes,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,Yes,1,49-60,2,68.89699999999999,1,8.144925887411512,3552.5,35.525,67.54607843137255,2500.0,3552.5,5048.1025,1
Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,No,0,13-24,1,21.708823529411767,0,5.913638131643475,330.65,19.45,20.50277777777778,289.0,330.65,378.30249999999995,0
Female,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No,0,61-72,8,111.08235294117648,1,8.92991192823571,7534.4,13.85,109.47246376811594,4624.0,7534.4,12276.64,1
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,Yes,1,0-12,4,84.5,1,4.448516375942715,84.5,21.125,42.25,1.0,84.5,7140.25,2
Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,No,0,25-48,2,72.524,1,7.503344755947277,1732.5,34.65,69.73461538461538,625.0,1732.5,4802.49,2
Male,No,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,No,0,61-72,5,49.57238805970149,1,8.108427642841393,3306.4500000000003,9.870000000000001,48.84338235294118,4489.0,3306.4500000000003,2435.4225,3
Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,No,0,25-48,1,22.109375,0,6.563150059130735,651.2,20.35,21.439393939393938,1024.0,651.2,414.12250000000006,0
Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,No,0,61-72,7,106.15149253731343,1,8.869700462659624,7075.2,15.085714285714285,104.59044117647058,4489.0,7075.2,11151.359999999999,1
Male,Yes,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,No,0,61-72,7,64.45972222222223,1,8.442922129040952,4640.400000000001,9.207142857142857,63.57671232876713,5184.0,4640.400000000001,4153.802500000001,1
Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,Yes,1,61-72,8,108.3225352112676,1,8.947923106104142,7710.599999999999,13.575,106.81805555555555,5041.0,7710.599999999999,11793.96,1
Male,No,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,0,0-12,3,49.9,1,3.929862923556477,49.9,16.633333333333333,24.95,1.0,49.9,2490.0099999999998,0
Male,No,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Yes,1,25-48,2,30.002173913043475,1,7.230635562083883,1393.8,15.15,29.363829787234042,2116.0,1393.8,918.09,3
Female,Yes,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,Yes,1,0-12,2,39.325,1,4.3776420363560575,60.8,15.2,26.21666666666667,4.0,60.8,924.16,0
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,Yes,1,0-12,2,45.4,1,3.8372994592322094,45.4,22.7,22.7,1.0,45.4,2061.16,0
Female,No,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,No,0,25-48,5,64.471875,1,8.037753179223479,3151.2000000000003,13.13,63.156122448979595,2304.0,3151.2000000000003,4309.922500000001,3
Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,No,0,61-72,7,106.85819672131149,1,8.782529956699463,6301.3,14.757142857142856,105.13467741935484,3721.0,6301.3,10670.89,1
Female,No,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes,1,25-48,4,80.8109375,1,7.8582348545929905,2692.8,21.0375,78.36212121212121,1024.0,2692.8,7081.222500000001,2
Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,No,0,0-12,2,41.35,1,4.4272389774954295,88.9,22.225,27.566666666666666,4.0,88.9,1975.8025000000002,0
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,Yes,1,0-12,1,19.616666666666667,0,4.091841432003982,59.25,19.75,14.7125,9.0,59.25,390.0625,0
Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Yes,1,0-12,4,85.17999999999999,1,6.056549793763916,427.0,21.35,70.98333333333333,25.0,427.0,7293.160000000001,2
Female,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,No,0,61-72,9,89.33380281690141,1,8.755217473419737,6382.900000000001,9.988888888888889,88.09305555555555,5041.0,6382.900000000001,8082.010000000001,1
Male,No,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,No,0,25-48,4,54.88513513513514,1,7.616652769633315,2036.85,13.7625,53.44078947368421,1369.0,2036.85,3030.5024999999996,3
Male,No,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,No,0,61-72,7,103.07769230769232,1,8.810019509518233,6766.5,14.87142857142857,101.51590909090909,4225.0,6766.5,10836.81,1
Female,No,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,No,0,61-72,7,108.12985074626866,1,8.888163468445018,7142.2,15.228571428571428,106.53970588235293,4489.0,7142.2,11363.56,1
Male,No,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,Yes,1,49-60,3,75.06734693877551,1,8.21047779567805,3684.8,25.066666666666666,73.566,2401.0,3684.8,5655.040000000001,1
Male,No,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,No,0,49-60,6,69.733,1,8.156983435957374,3525.0,11.75,68.36568627450981,2500.0,3525.0,4970.25,1
Male,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,No,0,25-48,1,16.445999999999998,0,6.0213873607592365,490.00000000000006,19.6,15.813461538461537,625.0,490.00000000000006,384.1600000000001,0
Female,No,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,Yes,1,13-24,4,55.14705882352941,1,6.844282856026563,949.45,13.9625,52.083333333333336,289.0,949.45,3119.2225000000003,2
Female,No,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,No,0,61-72,2,24.36171875,0,7.352537249467252,1539.2,12.025,23.986923076923077,4096.0,1539.2,578.4025,3
Male,No,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,No,0,25-48,3,38.816,1,6.878738329911644,952.5,12.700000000000001,37.323076923076925,625.0,952.5,1451.6100000000001,0
Male,Yes,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes,1,13-24,7,107.97826086956522,1,7.817826711042375,2447.2000000000003,15.200000000000001,103.47916666666667,529.0,2447.2000000000003,11320.960000000001,2
Male,Yes,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,No,0,13-24,3,34.50833333333333,1,6.720461380561624,822.0,11.416666666666666,33.128,576.0,822.0,1173.0625,0
Female,No,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,No,0,25-48,6,102.98783783783784,1,8.245791209537222,3701.85,16.675,100.27763157894738,1369.0,3701.85,10010.002499999999,1
Female,No,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,No,0,13-24,2,71.1047619047619,1,7.3093462255417005,1441.65,34.325,67.87272727272727,441.0,1441.65,4712.822500000001,2
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,No,0,0-12,2,45.8,1,3.845883202923601,45.8,22.9,22.9,1.0,45.8,2097.64,0
Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,No,0,0-12,3,77.72999999999999,1,6.657112053965342,757.5,25.25,70.66363636363636,100.0,757.5,5738.0625,2
Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,1,0-12,4,92.72500000000001,1,6.323193408835633,506.40000000000003,21.1,79.47857142857143,36.0,506.40000000000003,7123.360000000001,2
Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No,0,49-60,6,96.29509803921569,1,8.499446648928267,4916.400000000001,16.066666666666666,94.44326923076923,2601.0,4916.400000000001,9292.960000000001,1
Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,No,0,0-12,1,18.735,0,5.23830193413805,205.5,20.55,17.03181818181818,100.0,205.5,422.3025,0
Female,No,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,No,0,0-12,5,51.26666666666667,1,5.73204593992906,305.70000000000005,10.190000000000001,43.94285714285714,36.0,305.70000000000005,2595.9025,0
Male,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,No,0,25-48,9,91.87978723404257,1,8.370860206954506,4253.5,10.055555555555555,89.965625,2209.0,4253.5,8190.25,1
Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,No,0,61-72,8,79.02540983606558,1,8.480850732113407,4843.400000000001,9.925,77.7508064516129,3721.0,4843.400000000001,6304.360000000001,1
Female,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,0,49-60,6,58.43365384615385,1,8.019464757127501,3055.0,9.791666666666666,57.3311320754717,2704.0,3055.0,3451.5625,3
Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,0,25-48,5,61.05428571428572,1,7.6675793178063625,2080.75,11.89,59.358333333333334,1225.0,2080.75,3534.3025000000002,3
Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,0,61-72,7,105.24154929577465,1,8.919071875988982,7504.7,15.1,103.7798611111111,5041.0,7504.7,11172.49,1
Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,Yes,1,0-12,4,64.85000000000001,1,5.966403116512611,337.5,14.0625,55.58571428571429,36.0,337.5,3164.0625,0
Male,No,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,No,0,25-48,4,51.02777777777778,1,7.7394680343809945,2398.5,13.325,49.91847826086956,2025.0,2398.5,2840.89,3
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,1,0-12,4,93.725,1,5.238832719713145,171.1,21.3875,62.48333333333333,4.0,171.1,7318.8025,2
Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,1,0-12,5,65.3125,1,5.569298247276406,274.6,13.73,52.25,16.0,274.6,4712.822500000001,2
Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,No,0,0-12,1,19.225,1,3.6750340472918834,48.6,24.3,12.816666666666668,4.0,48.6,590.49,0
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,1,0-12,3,74.8,1,5.704448919199361,311.4,25.95,59.839999999999996,16.0,311.4,6060.6224999999995,2
Male,No,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,No,0,49-60,5,59.67843137254902,1,8.021124808625153,3054.9,11.98,58.53076923076923,2601.0,3054.9,3588.0099999999998,3
Male,No,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,No,0,49-60,2,25.10666666666667,0,7.318141591409369,1437.0,11.975,24.695081967213117,3600.0,1437.0,573.6025,3
Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No,0,0-12,1,18.188888888888886,0,5.104125637183595,181.35,20.15,16.369999999999997,81.0,181.35,406.0224999999999,0
Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,1,0-12,7,107.75,1,5.781514823196553,316.04999999999995,15.049999999999999,80.8125,9.0,316.04999999999995,11098.6225,2
Male,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,No,0,13-24,6,96.47058823529412,1,7.403061091090091,1626.0500000000002,15.941666666666668,91.11111111111111,289.0,1626.0500000000002,9148.9225,2
Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,1,0-12,4,95.2625,1,6.637389084295587,696.4,21.7625,84.67777777777778,64.0,696.4,7577.702499999999,2
Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,No,0,25-48,7,83.61630434782609,1,8.255139878598271,3726.0,11.571428571428571,81.83723404255319,2116.0,3726.0,6561.0,1
Female,No,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,0,61-72,8,83.03823529411765,1,8.63898595513537,5606.6,10.30625,81.83478260869566,4624.0,5606.6,6798.0025000000005,1
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,1,0-12,3,53.5,1,3.9982007016691985,53.5,17.833333333333332,26.75,1.0,53.5,2862.25,0
Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No,0,0-12,1,19.7625,0,4.382651439442724,82.0,20.5,15.809999999999999,16.0,82.0,420.25,0
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes,1,0-12,1,25.1,1,3.261935314328648,25.1,25.1,12.55,1.0,25.1,630.0100000000001,0
Male,No,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,0,25-48,4,54.16428571428571,1,7.324885418620805,1523.2,13.6,52.29655172413793,784.0,1523.2,2959.3599999999997,2
Female,No,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,0,25-48,4,57.03846153846154,1,7.707736888455909,2285.4,14.65,55.6125,1521.0,2285.4,3433.96,3
Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,0,0-12,4,80.79545454545455,1,6.790940524390302,932.8,21.2,74.0625,121.0,932.8,7191.04,2
Female,No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,0,61-72,6,60.70915492957747,1,8.36900635911107,4359.4,10.233333333333333,59.865972222222226,5041.0,4359.4,3769.96,1
Male,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No,0,0-12,1,21.45,0,3.7819143200811256,40.8,20.4,14.299999999999999,4.0,40.8,416.15999999999997,0
Male,Yes,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,1,25-48,4,78.83833333333334,1,7.7690194406690765,2389.5,19.9125,76.29516129032258,900.0,2389.5,6344.122500000001,2
Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,No,0,13-24,1,20.802941176470586,0,5.871131387648096,342.54999999999995,20.15,19.647222222222222,289.0,342.54999999999995,406.0224999999999,0
Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,0,49-60,6,92.23818181818183,1,8.531904448281932,5194.75,15.741666666666667,90.59107142857144,3025.0,5194.75,8920.8025,1
Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,0,49-60,4,78.0491379310345,1,8.41800249212582,4628.4,19.95,76.72627118644068,3364.0,4628.4,6368.04,1
Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,Yes,1,0-12,4,61.65,1,5.734150011272598,271.0,13.55,51.375,25.0,271.0,2937.6400000000003,0
Female,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,1,0-12,1,19.45,0,3.017982882488811,19.45,19.45,9.725,1.0,19.45,378.30249999999995,0
Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,No,0,0-12,3,75.38333333333334,1,6.521283647366507,666.4499999999999,24.683333333333334,67.845,81.0,666.4499999999999,5483.402499999999,2
Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,0,25-48,3,47.58846153846154,1,7.121494750221053,1277.8999999999999,16.383333333333333,45.82592592592592,676.0,1277.8999999999999,2415.7225,0
Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,No,0,49-60,1,20.479,0,6.932399109894897,969.9999999999999,19.4,20.077450980392157,2500.0,969.9999999999999,376.35999999999996,3
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,0,61-72,9,113.64930555555556,1,9.0099057597553,8182.8,12.627777777777778,112.09246575342466,5184.0,8182.8,12916.322500000002,1
Female,No,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No,0,25-48,7,105.40232558139536,1,8.419205430087825,4558.0,15.142857142857142,103.00681818181819,1849.0,4558.0,11236.0,1
Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,0,49-60,2,25.786607142857143,0,7.275899202024019,1453.2,12.975,25.33421052631579,3136.0,1453.2,673.4024999999999,3
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,0,0-12,1,19.1,0,3.0007198150650303,19.1,19.1,9.55,1.0,19.1,364.81000000000006,0
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,1,61-72,7,102.39791666666666,1,8.905668113604712,7444.8,14.771428571428572,100.99520547945205,5184.0,7444.8,10691.560000000001,1
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,0,61-72,7,101.73750000000001,1,8.89919859325925,7239.599999999999,14.364285714285714,100.34383561643835,5184.0,7239.599999999999,10110.3025,1
Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,0,25-48,5,96.50555555555555,1,8.153407310299562,3434.4,19.080000000000002,93.89729729729729,1296.0,3434.4,9101.160000000002,1
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,0,0-12,6,78.53,1,5.975462189630476,375.75,12.525,65.44166666666666,25.0,375.75,5647.522500000001,2
Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,1,13-24,5,81.43076923076923,1,6.965646757397915,1097.8500000000001,16.89,75.61428571428571,169.0,1097.8500000000001,7131.802500000001,2
Female,Yes,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,0,25-48,5,90.69886363636364,1,8.291985010219811,3922.6000000000004,17.830000000000002,88.68333333333334,1936.0,3922.6000000000004,7947.722500000001,1
Female,Yes,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,0,61-72,8,106.79785714285715,1,8.91956685927668,7553.0,13.4875,105.29366197183099,4900.0,7553.0,11642.410000000002,1
Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,0,25-48,1,18.988636363636363,0,6.729226520426879,858.0,19.5,18.566666666666666,1936.0,858.0,380.25,3
Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,1,25-48,4,82.14375,1,7.87458702235001,2750.4,21.4875,79.65454545454546,1024.0,2750.4,7387.4025,2
Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,0,61-72,2,24.903623188405795,0,7.449701591405918,1721.55,12.475,24.54785714285714,4761.0,1721.55,622.5024999999999,3
Female,Yes,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Yes,1,13-24,4,63.99375,1,6.932350325837517,950.4,14.85,60.22941176470588,256.0,950.4,3528.3599999999997,2
